PRICE0,PRICE1,PRICE5,PRICE10,SALES0_0,SALES0_1,SALES0_5,SALES0_10,SALES1_0,SALES1_1,SALES1_5,SALES1_10,SALES5_0,SALES5_1,SALES5_5,SALES5_10,SALES10_0,SALES10_1,SALES10_5,SALES10_10
5.261436648,5.261436648,5.261436648,5.261436648,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565,94.19156565
5.264843534,5.264843534,5.264843534,5.264843534,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017,94.56734017
4.957749586,4.957749586,4.957749586,4.957749586,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974,95.54575974
3.149137878,3.149137878,3.149137878,3.149137878,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225,97.16194225
5.089890324,6.089890324,10.08989032,15.08989032,94.66572613,93.66572613,89.66572613,84.66572613,95.66572613,94.66572613,90.66572613,85.66572613,99.66572613,98.66572613,94.66572613,89.66572613,104.6657261,103.6657261,99.66572613,94.66572613
5.925864842,5.925864842,5.925864842,5.925864842,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676,94.28693676
5.021639437,5.021639437,5.021639437,5.021639437,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084,94.9091084
4.12941856,4.12941856,4.12941856,4.12941856,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117,96.13593117
5.374352662,5.374352662,5.374352662,5.374352662,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145,94.82262145
5.103735295,5.103735295,5.103735295,5.103735295,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078,94.92054078
5.389809978,5.389809978,5.389809978,5.389809978,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091,93.59295091
5.057044995,5.057044995,5.057044995,5.057044995,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096,94.24557096
4.382236116,4.382236116,4.382236116,4.382236116,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832,95.82063832
4.288136492,4.288136492,4.288136492,4.288136492,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449,96.47883449
4.702458166,4.702458166,4.702458166,4.702458166,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729,95.41194729
2.305960289,2.305960289,2.305960289,2.305960289,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078,98.07695078
4.243587078,4.243587078,4.243587078,4.243587078,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405,95.25575405
5.711297012,5.711297012,5.711297012,5.711297012,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472,94.44093472
3.970338851,3.970338851,3.970338851,3.970338851,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882,95.55085882
5.060172377,5.060172377,5.060172377,5.060172377,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352,94.78012352
4.908143893,4.908143893,4.908143893,4.908143893,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704,94.60570704
4.782190851,4.782190851,4.782190851,4.782190851,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919,96.73451919
4.211206064,4.211206064,4.211206064,4.211206064,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998,96.53355998
6.684079272,6.684079272,6.684079272,6.684079272,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008,92.49101008
5.182079288,5.182079288,5.182079288,5.182079288,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979,94.44962979
5.317512242,6.317512242,10.31751224,15.31751224,94.84516723,93.84516723,89.84516723,84.84516723,95.84516723,94.84516723,90.84516723,85.84516723,99.84516723,98.84516723,94.84516723,89.84516723,104.8451672,103.8451672,99.84516723,94.84516723
2.750152581,2.750152581,2.750152581,2.750152581,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303,97.05724303
4.613417869,4.613417869,4.613417869,4.613417869,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036,95.78859036
4.65054586,4.65054586,4.65054586,4.65054586,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671,95.30747671
4.983244512,4.983244512,4.983244512,4.983244512,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657,95.70433657
2.563645259,2.563645259,2.563645259,2.563645259,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129,97.04002129
5.479999422,5.479999422,5.479999422,5.479999422,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705,94.50540705
5.270173255,5.270173255,5.270173255,5.270173255,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263,95.52553263
3.226997142,3.226997142,3.226997142,3.226997142,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468,96.41580468
5.644072006,5.644072006,5.644072006,5.644072006,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941,93.67980941
6.664876852,6.664876852,6.664876852,6.664876852,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618,93.57153618
3.987756215,3.987756215,3.987756215,3.987756215,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695,96.42807695
5.907241905,6.907241905,10.9072419,15.9072419,94.68949811,93.68949811,89.68949811,84.68949811,95.68949811,94.68949811,90.68949811,85.68949811,99.68949811,98.68949811,94.68949811,89.68949811,104.6894981,103.6894981,99.68949811,94.68949811
4.791446933,4.791446933,4.791446933,4.791446933,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008,94.89282008
6.824322789,6.824322789,6.824322789,6.824322789,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754,93.55570754
4.244909857,5.244909857,9.244909857,14.24490986,95.67844169,94.67844169,90.67844169,85.67844169,96.67844169,95.67844169,91.67844169,86.67844169,100.6784417,99.67844169,95.67844169,90.67844169,105.6784417,104.6784417,100.6784417,95.67844169
5.671855537,6.671855537,10.67185554,15.67185554,94.76689185,93.76689185,89.76689185,84.76689185,95.76689185,94.76689185,90.76689185,85.76689185,99.76689185,98.76689185,94.76689185,89.76689185,104.7668918,103.7668918,99.76689185,94.76689185
6.117535726,6.117535726,6.117535726,6.117535726,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306,94.07949306
5.076512963,5.076512963,5.076512963,5.076512963,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357,95.16298357
4.513301194,4.513301194,4.513301194,4.513301194,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574,95.46733574
6.250397528,6.250397528,6.250397528,6.250397528,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351,94.38759351
4.974811354,4.974811354,4.974811354,4.974811354,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957,95.16794957
5.111266734,5.111266734,5.111266734,5.111266734,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735,94.33170735
5.720442366,5.720442366,5.720442366,5.720442366,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768,94.05463768
2.599042755,2.599042755,2.599042755,2.599042755,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738,97.66984738
4.993149902,4.993149902,4.993149902,4.993149902,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486,93.84492486
5.815446746,5.815446746,5.815446746,5.815446746,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781,94.29003781
4.604815983,4.604815983,4.604815983,4.604815983,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185,94.80305185
5.346464618,5.346464618,5.346464618,5.346464618,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461,94.81171461
4.315692659,4.315692659,4.315692659,4.315692659,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957,94.94790957
4.629902507,4.629902507,4.629902507,4.629902507,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581,94.62400581
4.93333629,4.93333629,4.93333629,4.93333629,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308,95.63856308
5.097139768,5.097139768,5.097139768,5.097139768,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128,95.67189128
3.959456017,3.959456017,3.959456017,3.959456017,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657,95.81930657
5.526116555,5.526116555,5.526116555,5.526116555,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996,94.23696996
3.960529033,4.960529033,8.960529033,13.96052903,96.10164399,95.10164399,91.10164399,86.10164399,97.10164399,96.10164399,92.10164399,87.10164399,101.101644,100.101644,96.10164399,91.10164399,106.101644,105.101644,101.101644,96.10164399
5.136272247,5.136272247,5.136272247,5.136272247,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854,94.56924854
4.724585415,4.724585415,4.724585415,4.724585415,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829,94.87820829
4.277955067,4.277955067,4.277955067,4.277955067,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644,96.02655644
5.104790889,5.104790889,5.104790889,5.104790889,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861,94.622861
5.139854546,5.139854546,5.139854546,5.139854546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546,95.39566546
4.133010352,4.133010352,4.133010352,4.133010352,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313,95.95582313
7.04854033,8.04854033,12.04854033,17.04854033,93.47997176,92.47997176,88.47997176,83.47997176,94.47997176,93.47997176,89.47997176,84.47997176,98.47997176,97.47997176,93.47997176,88.47997176,103.4799718,102.4799718,98.47997176,93.47997176
2.979347221,3.979347221,7.979347221,12.97934722,96.72807775,95.72807775,91.72807775,86.72807775,97.72807775,96.72807775,92.72807775,87.72807775,101.7280778,100.7280778,96.72807775,91.72807775,106.7280778,105.7280778,101.7280778,96.72807775
5.002896957,5.002896957,5.002896957,5.002896957,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358,94.82444358
7.698340663,7.698340663,7.698340663,7.698340663,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635,92.62925635
6.251459716,6.251459716,6.251459716,6.251459716,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428,94.83734428
3.813158673,3.813158673,3.813158673,3.813158673,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913,95.94944913
5.368153644,5.368153644,5.368153644,5.368153644,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743,95.46971743
5.541316902,6.541316902,10.5413169,15.5413169,94.62606557,93.62606557,89.62606557,84.62606557,95.62606557,94.62606557,90.62606557,85.62606557,99.62606557,98.62606557,94.62606557,89.62606557,104.6260656,103.6260656,99.62606557,94.62606557
3.661240048,3.661240048,3.661240048,3.661240048,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172,96.47774172
5.071434788,5.071434788,5.071434788,5.071434788,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988,95.04148988
6.699583716,6.699583716,6.699583716,6.699583716,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229,93.58343229
5.403703994,5.403703994,5.403703994,5.403703994,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379,95.08991379
4.549454108,4.549454108,4.549454108,4.549454108,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728,96.75271728
4.398203965,4.398203965,4.398203965,4.398203965,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501,96.10790501
6.463831067,6.463831067,6.463831067,6.463831067,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633,93.78884633
6.511483694,6.511483694,6.511483694,6.511483694,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139,92.70381139
3.608422248,4.608422248,8.608422248,13.60842225,96.29966848,95.29966848,91.29966848,86.29966848,97.29966848,96.29966848,92.29966848,87.29966848,101.2996685,100.2996685,96.29966848,91.29966848,106.2996685,105.2996685,101.2996685,96.29966848
5.913535453,5.913535453,5.913535453,5.913535453,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959,94.23266959
5.502412709,5.502412709,5.502412709,5.502412709,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536,94.66393536
5.620513712,5.620513712,5.620513712,5.620513712,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322,94.21795322
5.208668079,5.208668079,5.208668079,5.208668079,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185,95.01253185
4.760220132,4.760220132,4.760220132,4.760220132,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441,95.43671441
3.696938398,3.696938398,3.696938398,3.696938398,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628,96.3652628
4.418107928,4.418107928,4.418107928,4.418107928,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779,96.26060779
5.806238602,5.806238602,5.806238602,5.806238602,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431,93.22365431
5.895882077,5.895882077,5.895882077,5.895882077,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373,93.65819373
4.250070706,4.250070706,4.250070706,4.250070706,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978,95.53828978
6.795180669,6.795180669,6.795180669,6.795180669,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393,92.98811393
4.923108162,4.923108162,4.923108162,4.923108162,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275,95.26604275
5.626987459,5.626987459,5.626987459,5.626987459,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908,95.39240908
4.826181604,4.826181604,4.826181604,4.826181604,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312,94.4475312
4.668309159,4.668309159,4.668309159,4.668309159,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994,95.58454994
6.166415981,6.166415981,6.166415981,6.166415981,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394,93.06542394
3.306775123,3.306775123,3.306775123,3.306775123,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031,96.90862031
